Store Number,Address,City,State,Zip Code,Phone Number,Store Hours,Gas,Diesel,Latitude,Longitude,Accuracy
4720,82 MAIN ST.,CENTERBROOK,CT,06409,(860) 767-1998,5 AM - 12 AM,TRUE,FALSE,41.3512238,-72.418964,ROUTE: GEOMETRIC_CENTER
4721,38 BERLIN ROAD,CROMWELL,CT,06416,(860) 635-5204,Open 24 hours,TRUE,FALSE,41.60227,-72.6846363,STREET_ADDRESS: RANGE_INTERPOLATED
4727,10 RIVER RD.,STAFFORD SPRINGS,CT,06076,(860) 684-6220,Open 24 hours,TRUE,FALSE,41.9512757,-72.3040506,STREET_ADDRESS: RANGE_INTERPOLATED
4731,2525 EAST MAIN,BRIDGEPORT,CT,06610,(203) 367-7140,5 AM - 12 AM,TRUE,FALSE,41.2096585,-73.1789283,STREET_ADDRESS: RANGE_INTERPOLATED
4733,690 POST ROAD EAST,WESTPORT,CT,06880,(203) 227-6282,5 AM - 12 AM,TRUE,FALSE,41.1376022,-73.3419272,STREET_ADDRESS: RANGE_INTERPOLATED
4735,633 BOSTON POST ROAD,MADISON,CT,06443,(203) 318-0032,5 AM - 12 AM,TRUE,,41.279772,-72.597547,STREET_ADDRESS: ROOFTOP
4736,1290 WEST BROAD STREET,STRATFORD,CT,06615,(203) 375-2287,Open 24 hours,TRUE,,41.1914882,-73.1361455,STREET_ADDRESS: RANGE_INTERPOLATED
4738,1023 POST ROAD,MILFORD,CT,06460,(203) 877-9302,Open 24 hours,TRUE,FALSE,41.2318349,-73.04557,STREET_ADDRESS: ROOFTOP
4739,975 KINGS HWY & CHAMBERS,FAIRFIELD,CT,06825,(203) 336-5674,Open 24 hours,TRUE,FALSE,41.1669133,-73.2336111,INTERSECTION: APPROXIMATE
4741,2875 MAIN STREET,GLASTONBURY,CT,06033,(860) 633-2310,Open 24 hours,TRUE,,41.721692,-72.615379,STREET_ADDRESS: ROOFTOP
4742,1132 MAIN STREET,WILLIMANTIC,CT,06226,(860) 456-2580,Open 24 hours,TRUE,FALSE,41.713492,-72.2223661,STREET_ADDRESS: RANGE_INTERPOLATED
4743,19 HARTFORD AVE,GRANBY,CT,06035,(860) 844-8063,Open 24 hours,TRUE,FALSE,41.950711,-72.787103,STREET_ADDRESS: ROOFTOP
4744,12 SOUTH MAIN STREET,MOOSUP,CT,06354,(860) 564-5028,Open 24 hours,TRUE,FALSE,41.712311,-71.881877,STREET_ADDRESS: ROOFTOP
4746,6 OLD WINDSOR RD.,BLOOMFIELD,CT,06002,(860) 243-5620,Open 24 hours,TRUE,FALSE,41.8566901,-72.7041885,STREET_ADDRESS: RANGE_INTERPOLATED
4747,"2 KNOLLWOOD DR., SUITE 2",CANTERBURY,CT,06331,(860) 546-9102,5 AM - 12 AM,TRUE,,41.6943668,-71.9962425,SUBPREMISE: APPROXIMATE
4748,352 SCOTT SWAMP RD.,FARMINGTON,CT,06032,(860) 674-1028,5 AM - 12 AM,TRUE,,41.701905,-72.8884008,STREET_ADDRESS: RANGE_INTERPOLATED
4749,151 BOSTON POST ROAD,ORANGE,CT,06477,(203) 891-8278,Open 24 hours,TRUE,,41.2733598,-72.9933507,STREET_ADDRESS: RANGE_INTERPOLATED
4751,227 E. MAIN STREET,BRANFORD,CT,06405,(203) 481-0196,Open 24 hours,TRUE,,41.2900319,-72.797872,STREET_ADDRESS: ROOFTOP
4752,868 NORTH COLONY ROAD,WALLINGFORD,CT,06492,(203) 265-4978,Open 24 hours,TRUE,,41.4807631,-72.8105829,STREET_ADDRESS: RANGE_INTERPOLATED
4754,1660 STORRS RD,MANSFIELD,CT,06268,(860) 429-5804,Open 24 hours,TRUE,,41.8279784,-72.2664053,STREET_ADDRESS: ROOFTOP
4755,333 TALCOTVILLE RD,VERNON,CT,06066,(860) 870-0780,Open 24 hours,TRUE,,41.8405546,-72.4897076,STREET_ADDRESS: RANGE_INTERPOLATED
5400,189 CENTRAL ST,HUDSON,NH,03051,(603) 880-6557,Open 24 hours,TRUE,FALSE,42.7573692,-71.4317623,STREET_ADDRESS: ROOFTOP
5401,79 MILTON RD,ROCHESTER,NH,03868,(603) 335-0455,Open 24 hours,TRUE,FALSE,43.3382021,-70.973518,STREET_ADDRESS: RANGE_INTERPOLATED
5402,258 HIGH ST RTE 16A,SOMERSWORTH,NH,03878,(603) 692-3918,5 AM - 12 AM,TRUE,FALSE,43.2617503,-70.8653372,LOCALITY: APPROXIMATE
5403,569 WHITE MTN HWY BOX 488,MILTON,NH,03851,(603) 652-7666,Open 24 hours,TRUE,FALSE,43.4440953,-71.0091998,POSTAL_CODE: APPROXIMATE
5404,645 PORTSMOUTH AVE,GREENLAND,NH,03840,(603) 433-6749,Open 24 hours,TRUE,FALSE,43.036209,-70.8426914,STREET_ADDRESS: RANGE_INTERPOLATED
5406,2 HIGHLAND STREET,EAST ROCHESTER,NH,03868,(603) 332-5172,Open 24 hours,TRUE,FALSE,43.3353172,-70.940062,STREET_ADDRESS: RANGE_INTERPOLATED
5408,108 WEBSTER ST,MANCHESTER,NH,03104,(603) 669-8829,Open 24 hours,TRUE,FALSE,43.0071406,-71.4595368,STREET_ADDRESS: ROOFTOP
5409,22 EAST BROADWAY,DERRY,NH,03038,(603) 434-4230,Open 24 hours,TRUE,FALSE,42.8816995,-71.3253665,STREET_ADDRESS: ROOFTOP
5412,772 MAST RD,MANCHESTER,NH,03102,(603) 669-8459,Open 24 hours,TRUE,FALSE,42.9896447,-71.4985868,STREET_ADDRESS: RANGE_INTERPOLATED
5414,278 MEADOW STREET,LITTLETON,NH,03561,(603) 444-6567,Open 24 hours,TRUE,FALSE,44.3087106,-71.7919186,STREET_ADDRESS: RANGE_INTERPOLATED
5415,151 CENTRAL STREET,WOODSVILLE,NH,03785,(603) 747-3076,Open 24 hours,TRUE,FALSE,44.1485979,-72.0342855,STREET_ADDRESS: RANGE_INTERPOLATED
5416,1 MAIN STREET,WHITEFIELD,NH,03598,(603) 837-9207,Open 24 hours,TRUE,FALSE,44.3736444,-71.6139067,STREET_ADDRESS: RANGE_INTERPOLATED
5418,60 MAIN ST,GORHAM,NH,03581,(603) 466-2157,Open 24 hours,TRUE,FALSE,44.3879761,-71.1728269,STREET_ADDRESS: RANGE_INTERPOLATED
5420,217 UNION ST,MANCHESTER,NH,03103,(603) 641-6143,Open 24 hours,TRUE,FALSE,42.980655,-71.4574188,STREET_ADDRESS: RANGE_INTERPOLATED
5421,121 PLEASANT ST.,CLAREMONT,NH,03743,(603) 542-1510,Open 24 hours,TRUE,FALSE,43.3688753,-72.3402783,STREET_ADDRESS: RANGE_INTERPOLATED
5422,60 HENNIKER STREET,HILLSBORO,NH,03244,(603) 464-3731,Open 24 hours,TRUE,FALSE,43.1172146,-71.8913253,STREET_ADDRESS: RANGE_INTERPOLATED
5423,308 DANIEL WEBSTER HWY,NASHUA,NH,03060,(603) 888-3619,Open 24 hours,TRUE,,42.702443,-71.4407935,STREET_ADDRESS: RANGE_INTERPOLATED
5425,162 MAIN STREET,KEENE,NH,03431,(603) 352-5476,Open 24 hours,TRUE,FALSE,42.9297726,-72.2777343,STREET_ADDRESS: RANGE_INTERPOLATED
5428,"161 MAIN ST, PO BOX 1337",CONWAY,NH,03818,(603) 447-3117,Open 24 hours,TRUE,FALSE,43.9792085,-71.1121331,STREET_ADDRESS: RANGE_INTERPOLATED
5433,106 AMHERST STREET,NASHUA,NH,03060,(603) 886-9485,Open 24 hours,TRUE,FALSE,42.7696406,-71.4787343,STREET_ADDRESS: RANGE_INTERPOLATED
5434,"932 PORTLAND AVE, PO 598",ROLLINSFORD,NH,03869,(603) 749-2801,5 AM - 12 AM,TRUE,,43.2240887,-70.841725,POSTAL_CODE: APPROXIMATE
5436,111 DANIEL WEBSTER HWY,NASHUA,NH,03060,(603) 891-2278,5 AM - 12 AM,TRUE,FALSE,42.7280464,-71.4483538,STREET_ADDRESS: ROOFTOP
5439,1727 DOVER RD.,EPSOM,NH,03234,(603) 736-8546,Open 24 hours,TRUE,FALSE,43.2246623,-71.3453504,STREET_ADDRESS: ROOFTOP
5440,193 ENDICOTT ST. NORTH,LACONIA,NH,03246,(603) 366-7309,Open 24 hours,TRUE,FALSE,43.6057353,-71.4641462,STREET_ADDRESS: RANGE_INTERPOLATED
5441,2 SOUTH MAST STREET,GOFFSTOWN,NH,03045,(603) 497-2247,5 AM - 10 PM,TRUE,FALSE,43.0159361,-71.597902,STREET_ADDRESS: RANGE_INTERPOLATED
5442,1475 LAFAYETTE ROAD,PORTSMOUTH,NH,03801,(603) 431-0813,5 AM - 12 AM,TRUE,FALSE,43.044488,-70.7729185,STREET_ADDRESS: RANGE_INTERPOLATED
5443,97 GOSLING RD,NEWINGTON,NH,03801,(603) 431-3043,5 AM - 10 PM,TRUE,,43.0927495,-70.7976434,STREET_ADDRESS: RANGE_INTERPOLATED
5502,47 FISHERVILLE RD,CONCORD,NH,03303,(603) 223-2567,Open 24 hours,TRUE,FALSE,43.253284,-71.575855,STREET_ADDRESS: ROOFTOP
5505,25 PLEASANT STREET,BRISTOL,NH,03222,(603) 744-5610,Open 24 hours,TRUE,FALSE,43.590523,-71.7404021,STREET_ADDRESS: RANGE_INTERPOLATED
5508,299 N MAIN ST,ROCHESTER,NH,03867,(603) 332-7969,Open 24 hours,TRUE,FALSE,43.3105824,-70.9924085,STREET_ADDRESS: RANGE_INTERPOLATED
5509,86 CALEF HIGHWAY,EPPING,NH,03042,(603) 679-8394,Open 24 hours,TRUE,FALSE,43.0292377,-71.0736972,STREET_ADDRESS: RANGE_INTERPOLATED
5511,275 HANOVER STREET,MANCHESTER,NH,03104,(603) 669-4757,Open 24 hours,,FALSE,42.9909361,-71.4556447,STREET_ADDRESS: RANGE_INTERPOLATED
5515,102 MANCHESTER ST,CONCORD,NH,03301,(603) 224-7814,5 AM - 12 AM,TRUE,FALSE,43.189396,-71.508185,STREET_ADDRESS: ROOFTOP
5525,1 KNIGHT ST,ROCHESTER,NH,03867,(603) 335-6132,Open 24 hours,TRUE,FALSE,43.3003224,-70.9725922,STREET_ADDRESS: RANGE_INTERPOLATED
5529,142 NASHUA ST SUITE #4,MILFORD,NH,03055,(603) 673-7650,Open 24 hours,TRUE,FALSE,42.8351368,-71.6465124,SUBPREMISE: APPROXIMATE
5536,334 D.W. HWY. PO BX 1326,MEREDITH,NH,03253,(603) 279-7730,Open 24 hours,TRUE,FALSE,43.6478158,-71.4951417,ESTABLISHMENT: APPROXIMATE
5541,509 MAIN STREET,FARMINGTON,NH,03835,(603) 755-2516,5 AM - 12 AM,,FALSE,43.3868936,-71.0581194,STREET_ADDRESS: RANGE_INTERPOLATED
5542,235 EAST MAIN STREET,TILTON,NH,03276,(603) 286-7399,5 AM - 12 AM,TRUE,FALSE,43.442836,-71.5868912,STREET_ADDRESS: RANGE_INTERPOLATED
5543,124 COURT ST,LACONIA,NH,03246,(603) 524-1411,Open 24 hours,TRUE,FALSE,43.5236099,-71.4714372,STREET_ADDRESS: RANGE_INTERPOLATED
5544,382 S. BROADWAY,SALEM,NH,03079,(603) 893-2185,5 AM - 12 AM,TRUE,FALSE,42.7510683,-71.2056177,STREET_ADDRESS: RANGE_INTERPOLATED
5545,142 PLAISTOW RD.,PLAISTOW,NH,03865,(603) 378-0185,Open 24 hours,TRUE,,42.8448525,-71.1066777,STREET_ADDRESS: RANGE_INTERPOLATED
5546,239 CENTRAL STREET,FRANKLIN,NH,03235,(603) 934-4613,Open 24 hours,TRUE,FALSE,43.4436723,-71.6486967,STREET_ADDRESS: ROOFTOP
5547,212 KING STREET,BOSCAWEN,NH,03303,(603) 796-2488,Open 24 hours,TRUE,FALSE,43.3158789,-71.6212911,STREET_ADDRESS: RANGE_INTERPOLATED
5548,45 MAIN ST. PO BOX 705,ASHLAND,NH,03217,(603) 968-3379,5 AM - 12 AM,TRUE,FALSE,43.6966464,-71.6379141,STREET_ADDRESS: RANGE_INTERPOLATED
5552,196 NORTH MAIN STREET,CONCORD,NH,03301,(603) 226-8970,Open 24 hours,TRUE,FALSE,43.2108928,-71.5377276,STREET_ADDRESS: ROOFTOP
5554,417 S MAIN ST,CONCORD,NH,03301,(603) 228-9380,5 AM - 12 AM,TRUE,FALSE,43.17666,-71.529498,STREET_ADDRESS: ROOFTOP
5559,3 MAIN ST,KENNEBUNK,ME,04043,(207) 985-2471,5 AM - 12 AM,TRUE,FALSE,43.3853792,-70.5418421,STREET_ADDRESS: RANGE_INTERPOLATED
5560,186 MAIN ST,OGUNQUIT,ME,03907,(207) 646-5299,5 AM - 12 AM,,FALSE,43.247813,-70.600088,STREET_ADDRESS: ROOFTOP
5565,730 MAIN STREET,WESTBROOK,ME,04092,(207) 854-2850,Open 24 hours,TRUE,FALSE,43.6769233,-70.3608562,STREET_ADDRESS: RANGE_INTERPOLATED
5566,982 MAIN STREET,SANFORD,ME,04073,(207) 324-7180,Open 24 hours,TRUE,FALSE,43.4345817,-70.7719911,STREET_ADDRESS: RANGE_INTERPOLATED
5567,230 YORK STREET,YORK VILLAGE,ME,03909,(207) 351-3087,5 AM - 12 AM,TRUE,FALSE,43.143494,-70.6502114,STREET_ADDRESS: RANGE_INTERPOLATED
5568,10 ROUTE 236,SOUTH BERWICK,ME,03908,(207) 384-6269,Open 24 hours,TRUE,FALSE,43.2366754,-70.811532,STREET_ADDRESS: RANGE_INTERPOLATED
5570,1136 FOREST AVENUE,PORTLAND,ME,04103,(207) 797-9927,Open 24 hours,TRUE,FALSE,43.7032394,-70.3247725,STREET_ADDRESS: RANGE_INTERPOLATED
5571,100 COTTAGE STREET,BATH,ME,04530,(207) 386-0286,Open 24 hours,TRUE,FALSE,43.9097199,-69.823289,STREET_ADDRESS: RANGE_INTERPOLATED
5573,427 COTTAGE RD,SOUTH PORTLAND,ME,04106,(207) 767-9083,5 AM - 12 AM,TRUE,FALSE,43.6353498,-70.2338127,STREET_ADDRESS: RANGE_INTERPOLATED
5575,49 PINE ST,PORTLAND,ME,04102,(207) 874-9528,Open 24 hours,TRUE,FALSE,43.651411,-70.268629,STREET_ADDRESS: ROOFTOP
5576,"34 MAIN ST., PO BOX 52",NORTH BERWICK,ME,03906,(207) 676-8508,Open 24 hours,TRUE,FALSE,43.3047696,-70.7342669,STREET_ADDRESS: RANGE_INTERPOLATED
5577,1547 POST RD,WELLS,ME,04090,(207) 641-8645,Open 24 hours,TRUE,FALSE,43.32206,-70.5810596,STREET_ADDRESS: RANGE_INTERPOLATED
5579,53 MAIN STREET,LIVERMORE FALLS,ME,04254,(207) 897-6706,Open 24 hours,TRUE,FALSE,44.474052,-70.1902183,STREET_ADDRESS: RANGE_INTERPOLATED
5584,42 SCHOOL STREET,BERWICK,ME,03901,(207) 698-1466,5 AM - 12 AM,TRUE,FALSE,43.2692126,-70.8604379,STREET_ADDRESS: RANGE_INTERPOLATED
5585,190 BATH ROAD,BRUNSWICK,ME,04011,(207) 729-4637,Open 24 hours,TRUE,FALSE,43.907426,-69.915244,STREET_ADDRESS: ROOFTOP
5586,"PO BOX 42, 100 MAIN ST.",WOOLWICH,ME,04579,(207) 442-0952,Open 24 hours,TRUE,FALSE,43.9158595,-69.8015994,STREET_ADDRESS: RANGE_INTERPOLATED
5587,"PO BOX 162, 10 MAIN ST.",GRAY,ME,04039,(207) 657-5184,Open 24 hours,TRUE,FALSE,43.8907394,-70.3276291,STREET_ADDRESS: RANGE_INTERPOLATED
5588,251 MAIN STREET,NORWAY,ME,04268,(207) 743-0365,Open 24 hours,TRUE,FALSE,44.2125813,-70.5385558,STREET_ADDRESS: RANGE_INTERPOLATED
5589,701 MAIN ST,LEWISTON,ME,04240,(207) 786-5952,Open 24 hours,TRUE,FALSE,44.121656,-70.202022,STREET_ADDRESS: ROOFTOP
5590,410 A UPPER MAIN STREET,WINTHROP,ME,04364,(207) 377-7020,Open 24 hours,TRUE,,44.2736666,-70.0245235,ROUTE: GEOMETRIC_CENTER
5591,148 BRIDGE ST,GARDINER,ME,04345,(207) 588-0391,Open 24 hours,TRUE,FALSE,44.2328183,-69.7729679,ROUTE: GEOMETRIC_CENTER
5592,5 MOUNT VERNON AVENUE,AUGUSTA,ME,04330,(207) 621-6707,Open 24 hours,TRUE,FALSE,44.3213331,-69.7748773,STREET_ADDRESS: RANGE_INTERPOLATED
5595,119 CENTER STREET,AUBURN,ME,04210,(207) 795-6703,Open 24 hours,TRUE,FALSE,44.1065809,-70.2256849,STREET_ADDRESS: ROOFTOP
5596,76 COLLEGE AVENUE,WATERVILLE,ME,04901,(207) 877-0671,Open 24 hours,TRUE,FALSE,44.5601663,-69.6273553,STREET_ADDRESS: RANGE_INTERPOLATED
5598,4 NORTH MAIN STREET,MECHANIC FALLS,ME,04256,(207) 346-0905,Open 24 hours,TRUE,FALSE,44.1113371,-70.392061,STREET_ADDRESS: RANGE_INTERPOLATED
5599,31 ELM ST,SACO,ME,04072,(207) 282-3317,5 AM - 12 AM,TRUE,FALSE,43.499486,-70.448721,STREET_ADDRESS: ROOFTOP
5600,289 MAIN STREET,FARMINGTON,ME,04938,(207) 778-3287,Open 24 hours,TRUE,FALSE,44.6642365,-70.1482785,STREET_ADDRESS: RANGE_INTERPOLATED
5601,749 ROOSEVELT TRAIL,NORTH WINDHAM,ME,04062,(207) 892-9100,Open 24 hours,TRUE,FALSE,43.833871,-70.4379924,STREET_ADDRESS: RANGE_INTERPOLATED
5604,801 WASHINGTON AVE,PORTLAND,ME,04103,(207) 780-8032,Open 24 hours,TRUE,,43.686412,-70.268287,STREET_ADDRESS: ROOFTOP
5605,3 WATERVILLE RD PO BX 667,NORRIDGEWOCK,ME,04957,(207) 634-4577,Open 24 hours,TRUE,FALSE,44.7127074,-69.7890899,STREET_ADDRESS: ROOFTOP
5606,1 CHINA ROAD,WINSLOW,ME,04901,(207) 873-0713,Open 24 hours,TRUE,FALSE,44.53786,-69.628493,STREET_ADDRESS: ROOFTOP
5607,137 MAIN ST,GORHAM,ME,04038,(207) 839-2458,Open 24 hours,TRUE,FALSE,43.681235,-70.437389,STREET_ADDRESS: ROOFTOP
5608,287 OCEAN HOUSE RD,CAPE ELIZABETH,ME,04107,(207) 799-0576,5 AM - 11 PM,TRUE,FALSE,43.596732,-70.22966,STREET_ADDRESS: ROOFTOP
5609,136 MAIN STREET,MADISON,ME,04950,(207) 696-5327,5 AM - 12 AM,TRUE,FALSE,44.7978729,-69.8786068,STREET_ADDRESS: RANGE_INTERPOLATED
5610,65 MADISON AVE,SKOWHEGAN,ME,04976,(207) 474-6218,Open 24 hours,TRUE,FALSE,44.7675853,-69.7205182,STREET_ADDRESS: RANGE_INTERPOLATED
5611,205 MAIN STREET,FAIRFIELD,ME,04937,(207) 453-9734,Open 24 hours,TRUE,FALSE,44.5885939,-69.5946066,STREET_ADDRESS: RANGE_INTERPOLATED
5613,512 WOODSFORD ST,PORTLAND,ME,04103,(207) 773-7792,Open 24 hours,TRUE,FALSE,43.668931,-70.301337,STREET_ADDRESS: ROOFTOP
5614,145 SABATTUS ROAD,SABATTUS,ME,04280,(207) 375-8210,Open 24 hours,TRUE,FALSE,44.111805,-70.1109001,STREET_ADDRESS: RANGE_INTERPOLATED
5616,564 ALFRED STREET,BIDDEFORD,ME,04005,(207) 283-3410,Open 24 hours,TRUE,,43.4761994,-70.5081989,STREET_ADDRESS: RANGE_INTERPOLATED
5617,439 PAYNE ROAD,SCARBOROUGH,ME,04074,(207) 883-1508,Open 24 hours,TRUE,FALSE,43.6222502,-70.3501616,STREET_ADDRESS: RANGE_INTERPOLATED
5618,535 MAIN STREET,SACO,ME,04072,(207) 282-4276,Open 24 hours,TRUE,FALSE,43.5099939,-70.4331559,STREET_ADDRESS: ROOFTOP
5619,939 US RTE 1,YARMOUTH,ME,04096,(207) 846-3627,Open 24 hours,TRUE,,43.8060018,-70.1708309,STREET_ADDRESS: ROOFTOP
5620,162 PLEASANT STREET,BRUNSWICK,ME,04011,(207) 721-0384,Open 24 hours,TRUE,,43.912795,-69.988088,STREET_ADDRESS: ROOFTOP
5621,753 SABATTUS ST,LEWISTON,ME,04240,(207) 344-2014,Open 24 hours,TRUE,,44.102824,-70.176034,STREET_ADDRESS: ROOFTOP
6617,19 MONTAGUE ST. POBOX9488,NORTH AMHERST,MA,01059,(413) 549-1501,Open 24 hours,,FALSE,42.4109922,-72.5306436,STREET_ADDRESS: RANGE_INTERPOLATED
6639,49 MAIN STREET,GREENFIELD,MA,01301,(413) 774-9438,5 AM - 12 AM,,FALSE,42.587311,-72.6074499,STREET_ADDRESS: RANGE_INTERPOLATED
6648,225 MAIN STREET,NORTH BROOKFIELD,MA,01535,(508) 867-0142,5 AM - 12 AM,,FALSE,42.2702328,-72.0855862,STREET_ADDRESS: RANGE_INTERPOLATED
6654,"67 MAIN ST, PO BOX 144",ASHBURNHAM,MA,01430,(978) 827-1349,5 AM - 12 AM,,FALSE,42.6357519,-71.9109867,STREET_ADDRESS: RANGE_INTERPOLATED
6658,707 MAIN ST,DALTON,MA,01226,(413) 684-1465,6 AM - 11 PM,TRUE,FALSE,42.4741209,-73.160811,STREET_ADDRESS: ROOFTOP
6659,26 DOUGLAS ST.,UXBRIDGE,MA,01569,(508) 278-0070,Open 24 hours,TRUE,FALSE,42.0768164,-71.6318494,STREET_ADDRESS: RANGE_INTERPOLATED
6660,"29 HARDWICK RD, PO BX 305",GILBERTVILLE,MA,01031,(413) 477-9943,5 AM - 12 AM,TRUE,FALSE,42.3135902,-72.2045117,STREET_ADDRESS: ROOFTOP
6661,132 ELM STREET,AMESBURY,MA,01913,(978) 834-0524,Open 24 hours,TRUE,FALSE,42.857969,-70.9236899,STREET_ADDRESS: ROOFTOP
6662,121 MAIN STREET,EAST PEPPERELL,MA,01463,(978) 433-8924,Open 24 hours,TRUE,FALSE,42.664752,-71.578453,STREET_ADDRESS: ROOFTOP
6663,9 RAILROAD AVENUE,ROCKPORT,MA,01966,(978) 546-9180,6 AM - 11 PM,,FALSE,42.655221,-70.6246479,STREET_ADDRESS: ROOFTOP
6664,25 EAST MAIN STREET,ORANGE,MA,01364,(978) 544-0261,Open 24 hours,TRUE,FALSE,42.59108,-72.308507,STREET_ADDRESS: ROOFTOP
6665,1468 NORTH MAIN ST.,PALMER,MA,01069,(413) 284-1710,Open 24 hours,TRUE,,42.158365,-72.331776,STREET_ADDRESS: ROOFTOP
6667,200 WASHINGTON ST,HUDSON,MA,01749,(978) 568-1985,Open 24 hours,TRUE,FALSE,42.3810552,-71.5678814,STREET_ADDRESS: RANGE_INTERPOLATED
6668,140 MAIN STREET,GREAT BARRINGTON,MA,01230,(413) 528-2105,Open 24 hours,TRUE,FALSE,42.1989702,-73.3606651,STREET_ADDRESS: RANGE_INTERPOLATED
6669,241 MAIN ST RTE 110,AMESBURY,MA,01913,(978) 834-0584,Open 24 hours,TRUE,FALSE,42.8583925,-70.9300376,LOCALITY: APPROXIMATE
6670,154 FIRST ST,PITTSFIELD,MA,01201,(413) 443-4478,Open 24 hours,TRUE,FALSE,42.452874,-73.2496029,STREET_ADDRESS: ROOFTOP
6671,54 ACTON ST,MAYNARD,MA,01754,(978) 461-0069,5 AM - 11 PM,TRUE,FALSE,42.4359157,-71.4523237,STREET_ADDRESS: ROOFTOP
6672,95 FRONT STREET,WINCHENDON,MA,01475,(978) 297-3527,Open 24 hours,TRUE,FALSE,42.6810585,-72.0488691,STREET_ADDRESS: ROOFTOP
6674,2 SUGARLOAF STREET,SOUTH DEERFIELD,MA,01373,(413) 665-7342,5 AM - 12 AM,TRUE,FALSE,42.477051,-72.608262,STREET_ADDRESS: ROOFTOP
6676,182 WEST ST,WARE,MA,01082,(413) 967-8144,Open 24 hours,TRUE,FALSE,42.2538389,-72.2551395,STREET_ADDRESS: RANGE_INTERPOLATED
6677,"3 MAIN STREET, PO BOX 158",BRIMFIELD,MA,01010,(413) 245-3398,Open 24 hours,TRUE,FALSE,42.122166,-72.2011949,STREET_ADDRESS: ROOFTOP
6678,446 MAIN STREET,WILLIAMSTOWN,MA,01267,(413) 458-9357,Open 24 hours,TRUE,FALSE,42.7062697,-73.1899347,STREET_ADDRESS: ROOFTOP
6680,87 CENTRAL STREET,HUDSON,MA,01749,(978) 568-9874,5 AM - 12 AM,TRUE,FALSE,42.394355,-71.578548,STREET_ADDRESS: ROOFTOP
6681,66 TURNPIKE ROAD,IPSWICH,MA,01938,(978) 356-8487,Open 24 hours,TRUE,FALSE,42.685215,-70.9190069,STREET_ADDRESS: ROOFTOP
6682,2222 PROVIDENCE RD BX 233,NORTHBRIDGE,MA,01534,(508) 234-3164,Open 24 hours,TRUE,FALSE,42.1398758,-71.6376694,POSTAL_CODE: APPROXIMATE
6684,70 CENTRAL ST,IPSWICH,MA,01938,(978) 356-3701,Open 24 hours,TRUE,FALSE,42.681409,-70.840358,STREET_ADDRESS: ROOFTOP
6686,"506 MAIN ST.,PO BOX 276",FISKDALE,MA,01518,(508) 347-5190,Open 24 hours,TRUE,FALSE,42.115554,-72.109151,STREET_ADDRESS: ROOFTOP
6687,35 ELM STREET,BALDWINVILLE,MA,01436,(978) 939-1009,5 AM - 12 AM,TRUE,FALSE,42.608598,-72.075039,STREET_ADDRESS: RANGE_INTERPOLATED
6688,297 MAIN STREET,ATHOL,MA,01331,(978) 249-3209,Open 24 hours,TRUE,FALSE,42.593771,-72.2334575,STREET_ADDRESS: RANGE_INTERPOLATED
6690,46 COMMERCIAL ST,ADAMS,MA,01220,(413) 743-5964,5 AM - 12 AM,TRUE,FALSE,42.616755,-73.122089,STREET_ADDRESS: ROOFTOP
6691,594 UNION STREET,NORTH ADAMS,MA,01247,(413) 663-9481,5 AM - 12 AM,TRUE,FALSE,42.7002998,-73.0940068,STREET_ADDRESS: RANGE_INTERPOLATED
6692,70 ASHLAND STREET,NORTH ADAMS,MA,01247,(413) 662-2721,5 AM - 12 AM,TRUE,FALSE,42.6971289,-73.1102657,STREET_ADDRESS: RANGE_INTERPOLATED
6694,317 FEDERAL ST,GREENFIELD,MA,01301,(413) 773-1738,Open 24 hours,TRUE,FALSE,42.601318,-72.593062,STREET_ADDRESS: ROOFTOP
6695,"225 MAIN ST, PO BOX 245",BROOKFIELD,MA,01506,(508) 867-9703,Open 24 hours,TRUE,FALSE,42.2180017,-72.0991541,ROUTE: GEOMETRIC_CENTER
6697,885 DALTON AVE,PITTSFIELD,MA,01201,(413) 496-9774,5 AM - 12 AM,TRUE,FALSE,42.468747,-73.201885,STREET_ADDRESS: ROOFTOP
6698,74 W STATE ST,GRANBY,MA,01033,(413) 467-9969,Open 24 hours,TRUE,FALSE,42.246824,-72.544112,STREET_ADDRESS: RANGE_INTERPOLATED
6702,10 MONTAGUE CITY RD.,TURNERS FALLS,MA,01376,(413) 863-3659,Open 24 hours,TRUE,,42.599082,-72.564355,STREET_ADDRESS: RANGE_INTERPOLATED
6703,22 PARK & RIVERDALE RD.,WEST SPRINGFIELD,MA,01089,(413) 788-4536,Open 24 hours,TRUE,FALSE,42.138658,-72.6262679,ROUTE: GEOMETRIC_CENTER
6704,35 BELCHERTOWN RD,AMHERST,MA,01002,(413) 256-8332,Open 24 hours,TRUE,FALSE,42.372252,-72.5000589,STREET_ADDRESS: ROOFTOP
6705,163 PATRIOTS RD PO BX 312,EAST TEMPLETON,MA,01438,(978) 632-5037,Open 24 hours,TRUE,FALSE,42.5612277,-72.040016,STREET_ADDRESS: RANGE_INTERPOLATED
6706,109 BROOKSIDE ROAD,ATHOL,MA,01331,(978) 248-2195,5 AM - 12 AM,TRUE,FALSE,42.5808295,-72.2565155,STREET_ADDRESS: RANGE_INTERPOLATED
6708,4 SOUTH MAIN STREET,MIDDLETON,MA,01949,(978) 774-8600,5 AM - 12 AM,TRUE,FALSE,42.594644,-71.014736,STREET_ADDRESS: ROOFTOP
